"production","date","capacity","gross","nominations","wins","type","year"
"the-heidi-chronicles-498692",2015-03-01,75,305345,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-03-29,62,335976,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-04-26,52,313425,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-04-12,62,368596,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-03-22,73,329002,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-04-19,50,311933,1,0,"Play","2015"
"the-heidi-chronicles-498692",2015-05-03,68,378471,1,0,"Play","2015"
"the-heiress-4287",1995-05-21,76,218030,7,4,"Play","1995"
"the-heiress-4287",1995-05-28,74,213566,7,4,"Play","1995"
"the-heiress-4287",1995-03-05,74,119379,7,4,"Play","1995"
"the-heiress-4287",1995-03-12,73,113504,7,4,"Play","1995"
"the-heiress-4287",1995-03-19,88,152276,7,4,"Play","1995"
"the-heiress-4287",1995-03-26,92,178165,7,4,"Play","1995"
"the-heiress-4287",1995-04-30,62,178410,7,4,"Play","1995"
"the-heiress-4287",1995-05-07,71,190514,7,4,"Play","1995"
"the-heiress-4287",1995-05-14,66,192798,7,4,"Play","1995"
"the-heiress-4287",1995-12-24,64,190589,7,4,"Play","1995"
"the-heiress-4287",1995-12-31,98,346798,7,4,"Play","1995"
"the-heiress-4287",1995-02-12,57,46569,7,4,"Play","1995"
"the-heiress-4287",1995-02-19,74,108960,7,4,"Play","1995"
"the-heiress-4287",1995-02-26,82,107728,7,4,"Play","1995"
"the-heiress-4287",1995-07-16,87,241299,7,4,"Play","1995"
"the-heiress-4287",1995-04-02,90,172398,7,4,"Play","1995"
"the-heiress-4287",1995-04-09,94,177614,7,4,"Play","1995"
"the-heiress-4287",1995-04-16,68,197252,7,4,"Play","1995"
"the-heiress-4287",1995-04-23,89,250004,7,4,"Play","1995"
"the-heiress-4287",1995-11-26,67,225920,7,4,"Play","1995"
"the-heiress-4287",1995-12-03,73,214898,7,4,"Play","1995"
"the-heiress-4287",1995-06-04,71,192459,7,4,"Play","1995"
"the-heiress-4287",1995-06-11,89,254736,7,4,"Play","1995"
"the-heiress-4287",1995-06-18,89,252933,7,4,"Play","1995"
"the-heiress-4287",1995-06-25,89,261078,7,4,"Play","1995"
"the-heiress-4287",1995-07-02,86,252458,7,4,"Play","1995"
"the-heiress-4287",1995-07-09,73,204156,7,4,"Play","1995"
"the-heiress-4287",1995-10-08,74,206333,7,4,"Play","1995"
"the-heiress-4287",1995-10-15,84,241813,7,4,"Play","1995"
"the-heiress-4287",1995-07-23,89,255059,7,4,"Play","1995"
"the-heiress-4287",1995-07-30,81,238495,7,4,"Play","1995"
"the-heiress-4287",1995-08-06,78,220620,7,4,"Play","1995"
"the-heiress-4287",1995-08-13,86,250654,7,4,"Play","1995"
"the-heiress-4287",1995-08-20,83,232092,7,4,"Play","1995"
"the-heiress-4287",1995-12-10,84,245645,7,4,"Play","1995"
"the-heiress-4287",1995-12-17,71,213672,7,4,"Play","1995"
"the-heiress-4287",1995-09-10,69,186732,7,4,"Play","1995"
"the-heiress-4287",1995-09-17,76,216797,7,4,"Play","1995"
"the-heiress-4287",1995-09-24,72,213458,7,4,"Play","1995"
"the-heiress-4287",1995-10-01,72,207780,7,4,"Play","1995"
"the-heiress-4287",1995-11-05,69,200100,7,4,"Play","1995"
"the-heiress-4287",1995-11-12,71,210050,7,4,"Play","1995"
"the-heiress-4287",1995-10-22,76,215773,7,4,"Play","1995"
"the-heiress-4287",1995-10-29,78,223800,7,4,"Play","1995"
"the-heiress-4287",1995-09-03,82,220610,7,4,"Play","1995"
"the-heiress-4287",1995-11-19,65,194269,7,4,"Play","1995"
"the-heiress-4287",1995-08-27,80,221182,7,4,"Play","1995"
"the-high-rollers-social-and-pleasure-club-4681",1992-04-26,35,29593,1,0,"Musical","1992"
"the-high-rollers-social-and-pleasure-club-4681",1992-05-03,38,26263,1,0,"Musical","1992"
"the-high-rollers-social-and-pleasure-club-4681",1992-04-19,45,28266,1,0,"Musical","1992"
"the-high-rollers-social-and-pleasure-club-4681",1992-04-12,47,26610,1,0,"Musical","1992"
"the-history-boys-400540",2006-08-20,98,697987,7,6,"Play","2006"
"the-history-boys-400540",2006-06-04,98,656450,7,6,"Play","2006"
"the-history-boys-400540",2006-06-25,101,765600,7,6,"Play","2006"
"the-history-boys-400540",2006-06-18,99,772220,7,6,"Play","2006"
"the-history-boys-400540",2006-05-07,97,607030,7,6,"Play","2006"
"the-history-boys-400540",2006-07-02,101,730846,7,6,"Play","2006"
"the-history-boys-400540",2006-05-28,98,672519,7,6,"Play","2006"
"the-history-boys-400540",2006-08-13,98,705501,7,6,"Play","2006"
"the-history-boys-400540",2006-09-17,98,731895,7,6,"Play","2006"
"the-history-boys-400540",2006-09-24,97,713561,7,6,"Play","2006"
"the-history-boys-400540",2006-06-11,98,760502,7,6,"Play","2006"
"the-history-boys-400540",2006-09-10,89,644734,7,6,"Play","2006"
"the-history-boys-400540",2006-07-16,100,748812,7,6,"Play","2006"
"the-history-boys-400540",2006-05-14,96,615402,7,6,"Play","2006"
"the-history-boys-400540",2006-10-01,101,799293,7,6,"Play","2006"
"the-history-boys-400540",2006-07-09,99,703239,7,6,"Play","2006"
"the-history-boys-400540",2006-09-03,102,728678,7,6,"Play","2006"
"the-history-boys-400540",2006-04-23,76,459057,7,6,"Play","2006"
"the-history-boys-400540",2006-05-21,98,647118,7,6,"Play","2006"
"the-history-boys-400540",2006-08-06,97,691188,7,6,"Play","2006"
"the-history-boys-400540",2006-04-16,86,211041,7,6,"Play","2006"
"the-history-boys-400540",2006-07-23,95,714464,7,6,"Play","2006"
"the-history-boys-400540",2006-08-27,101,707204,7,6,"Play","2006"
"the-history-boys-400540",2006-07-30,95,717652,7,6,"Play","2006"
"the-history-boys-400540",2006-04-30,91,573009,7,6,"Play","2006"
"the-house-of-blue-leaves-4411",1986-10-26,69,131175,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-11-09,74,144830,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-11-16,65,126862,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-08-03,89,147287,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-08-24,83,133513,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-08-31,83,136519,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-09-07,59,93012,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-11-02,60,118594,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-09-28,68,123427,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-10-05,65,131000,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-10-19,67,131749,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-12-21,52,91170,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-12-28,74,148933,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-01-04,83,165834,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-01-11,52,103011,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-01-18,68,128691,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-08-10,86,145449,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-08-17,85,141852,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-11-23,61,114576,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-11-30,71,149227,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-09-14,70,115166,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-09-21,65,113667,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-12-07,69,130786,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-12-14,65,115240,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-06-29,91,162696,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-07-06,77,122353,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-07-13,77,162691,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-07-20,95,162053,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-07-27,87,146827,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-02-15,63,115176,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-01-25,48,83457,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-02-01,47,88116,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-02-08,55,94746,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-06-22,97,171068,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-02-22,57,95920,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-06-08,97,168726,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-06-15,92,160923,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-06-01,78,132244,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-05-11,83,143107,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-05-18,90,149833,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-05-25,89,148784,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-03-01,52,84775,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-03-08,58,95727,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1987-03-15,72,124759,8,4,"Play","1986"
"the-house-of-blue-leaves-4411",1986-05-04,85,136010,8,4,"Play","1986"
"the-house-of-blue-leaves-489428",2011-06-12,67,379598,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-06-05,69,389168,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-06-19,67,372430,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-04-17,97,488067,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-04-24,100,423242,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-05-01,95,543114,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-05-08,95,601733,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-05-22,92,546441,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-06-26,75,400636,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-04-10,96,485320,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-05-15,98,615777,1,0,"Play","2011"
"the-house-of-blue-leaves-489428",2011-05-29,78,462195,1,0,"Play","2011"
"the-humans-503915",2016-09-11,77,574625,6,4,"Play","2016"
"the-humans-503915",2016-08-21,75,502873,6,4,"Play","2016"
"the-humans-503915",2016-08-28,83,517072,6,4,"Play","2016"
"the-humans-503915",2016-09-04,79,548838,6,4,"Play","2016"
"the-humans-503915",2016-10-09,78,601756,6,4,"Play","2016"
"the-humans-503915",2016-10-16,81,591560,6,4,"Play","2016"
"the-humans-503915",2016-10-23,83,651897,6,4,"Play","2016"
"the-humans-503915",2016-10-02,78,542719,6,4,"Play","2016"
"the-humans-503915",2016-07-03,97,535415,6,4,"Play","2016"
"the-humans-503915",2016-07-10,99,535584,6,4,"Play","2016"
"the-humans-503915",2016-07-17,99,553052,6,4,"Play","2016"
"the-humans-503915",2016-07-24,99,554398,6,4,"Play","2016"
"the-humans-503915",2016-08-14,87,603770,6,4,"Play","2016"
"the-humans-503915",2016-05-15,93,462084,6,4,"Play","2016"
"the-humans-503915",2016-09-18,90,670967,6,4,"Play","2016"
"the-humans-503915",2016-09-25,84,621203,6,4,"Play","2016"
"the-humans-503915",2016-05-29,98,471919,6,4,"Play","2016"
"the-humans-503915",2016-06-05,96,457093,6,4,"Play","2016"
"the-humans-503915",2016-06-12,99,484407,6,4,"Play","2016"
"the-humans-503915",2016-06-19,99,563565,6,4,"Play","2016"
"the-humans-503915",2016-06-26,98,562088,6,4,"Play","2016"
"the-humans-503915",2016-10-30,79,583983,6,4,"Play","2016"
"the-humans-503915",2016-11-06,80,559566,6,4,"Play","2016"
"the-humans-503915",2016-11-13,84,601317,6,4,"Play","2016"
"the-humans-503915",2016-11-20,74,540414,6,4,"Play","2016"
"the-humans-503915",2016-11-27,74,605131,6,4,"Play","2016"
"the-humans-503915",2016-12-04,72,508686,6,4,"Play","2016"
"the-humans-503915",2016-05-22,99,483400,6,4,"Play","2016"
"the-humans-503915",2016-02-21,95,250540,6,4,"Play","2016"
"the-humans-503915",2016-02-28,92,344276,6,4,"Play","2016"
"the-humans-503915",2016-03-06,87,354973,6,4,"Play","2016"
"the-humans-503915",2016-03-13,92,380140,6,4,"Play","2016"
"the-humans-503915",2016-03-20,93,390853,6,4,"Play","2016"
"the-humans-503915",2016-03-27,93,395820,6,4,"Play","2016"
"the-humans-503915",2017-01-01,89,814555,6,4,"Play","2016"
"the-humans-503915",2017-01-08,89,646944,6,4,"Play","2016"
"the-humans-503915",2017-01-15,98,789188,6,4,"Play","2016"
"the-humans-503915",2016-01-24,87,32574,6,4,"Play","2016"
"the-humans-503915",2016-01-31,84,240050,6,4,"Play","2016"
"the-humans-503915",2016-02-07,83,236708,6,4,"Play","2016"
"the-humans-503915",2016-02-14,91,224521,6,4,"Play","2016"
"the-humans-503915",2016-12-11,75,569445,6,4,"Play","2016"
"the-humans-503915",2016-12-18,70,461088,6,4,"Play","2016"
"the-humans-503915",2016-04-03,92,389222,6,4,"Play","2016"
"the-humans-503915",2016-04-10,93,390555,6,4,"Play","2016"
"the-humans-503915",2016-04-17,91,394296,6,4,"Play","2016"
"the-humans-503915",2016-04-24,90,378045,6,4,"Play","2016"
"the-humans-503915",2016-05-01,93,412929,6,4,"Play","2016"
"the-humans-503915",2016-05-08,90,432744,6,4,"Play","2016"
"the-humans-503915",2016-12-25,70,422359,6,4,"Play","2016"
"the-iceman-cometh-515678",2018-06-03,89,872250,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-06-10,90,894274,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-06-24,91,870993,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-07-01,96,911249,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-03-25,99,391717,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-04-01,100,968162,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-04-08,100,872286,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-04-15,99,836143,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-04-22,100,872548,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-04-29,100,824595,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-05-06,98,1108336,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-05-13,100,1120651,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-05-20,100,1093913,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-05-27,97,985443,8,0,"Play","2018"
"the-iceman-cometh-515678",2018-06-17,90,861971,8,0,"Play","2018"
"the-iceman-cometh-7300",1999-06-06,101,516870,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-06-27,101,534191,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-07-04,101,533110,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-06-13,101,531592,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-06-20,101,525715,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-05-02,101,516372,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-05-09,101,496215,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-05-16,101,496882,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-05-23,101,505698,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-05-30,101,509775,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-04-04,98,511356,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-04-11,99,459661,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-07-11,101,536626,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-07-18,101,529763,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-04-18,100,482051,5,0,"Play","1999"
"the-iceman-cometh-7300",1999-04-25,101,514640,5,0,"Play","1999"
"the-importance-of-being-earnest-488272",2010-12-26,63,162716,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-01-02,70,235694,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-01-16,95,282607,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-01-23,94,356833,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-06-26,86,338319,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2010-12-19,70,71928,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-06-05,56,190971,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-06-12,66,236939,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-06-19,68,252512,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-02-27,89,391045,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-03-06,91,383525,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-03-13,83,353754,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-04-10,66,272530,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-03-20,78,351302,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-01-09,89,269557,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-04-03,63,269707,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-02-13,97,385969,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-04-17,62,263530,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-01-30,89,362909,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-02-06,89,358829,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-04-24,77,326477,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-02-20,97,393099,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-05-22,64,247836,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-05-29,64,220592,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-05-01,60,237510,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-05-08,59,225329,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-03-27,69,321398,3,1,"Play","2011"
"the-importance-of-being-earnest-488272",2011-05-15,63,249508,3,1,"Play","2011"
"the-invention-of-love-12821",2001-06-03,68,189974,5,2,"Play","2001"
"the-invention-of-love-12821",2001-03-25,81,188933,5,2,"Play","2001"
"the-invention-of-love-12821",2001-04-15,92,239491,5,2,"Play","2001"
"the-invention-of-love-12821",2001-04-08,81,209591,5,2,"Play","2001"
"the-invention-of-love-12821",2001-07-01,96,299018,5,2,"Play","2001"
"the-invention-of-love-12821",2001-04-22,85,235406,5,2,"Play","2001"
"the-invention-of-love-12821",2001-06-17,75,229161,5,2,"Play","2001"
"the-invention-of-love-12821",2001-06-24,86,259172,5,2,"Play","2001"
"the-invention-of-love-12821",2001-03-18,88,203602,5,2,"Play","2001"
"the-invention-of-love-12821",2001-05-06,78,214155,5,2,"Play","2001"
"the-invention-of-love-12821",2001-05-13,80,221452,5,2,"Play","2001"
"the-invention-of-love-12821",2001-04-01,79,194828,5,2,"Play","2001"
"the-invention-of-love-12821",2001-04-29,85,237027,5,2,"Play","2001"
"the-invention-of-love-12821",2001-05-27,92,249148,5,2,"Play","2001"
"the-invention-of-love-12821",2001-06-10,70,218438,5,2,"Play","2001"
"the-invention-of-love-12821",2001-03-11,85,191341,5,2,"Play","2001"
"the-invention-of-love-12821",2001-03-04,84,96135,5,2,"Play","2001"
"the-invention-of-love-12821",2001-05-20,88,241990,5,2,"Play","2001"
"the-judas-kiss-4869",1998-07-05,61,250299,0,0,"Play","1998"
"the-judas-kiss-4869",1998-04-26,91,288816,0,0,"Play","1998"
"the-judas-kiss-4869",1998-08-02,73,311487,0,0,"Play","1998"
"the-judas-kiss-4869",1998-06-07,67,276661,0,0,"Play","1998"
"the-judas-kiss-4869",1998-07-26,68,261687,0,0,"Play","1998"
"the-judas-kiss-4869",1998-06-28,76,282887,0,0,"Play","1998"
"the-judas-kiss-4869",1998-05-10,91,375057,0,0,"Play","1998"
"the-judas-kiss-4869",1998-07-12,71,271594,0,0,"Play","1998"
"the-judas-kiss-4869",1998-07-19,70,298752,0,0,"Play","1998"
"the-judas-kiss-4869",1998-05-03,72,344340,0,0,"Play","1998"
"the-judas-kiss-4869",1998-05-31,66,302229,0,0,"Play","1998"
"the-judas-kiss-4869",1998-05-17,96,335144,0,0,"Play","1998"
"the-judas-kiss-4869",1998-06-14,71,323197,0,0,"Play","1998"
"the-judas-kiss-4869",1998-06-21,82,335987,0,0,"Play","1998"
"the-judas-kiss-4869",1998-05-24,87,370945,0,0,"Play","1998"
"the-king-and-i-4357",1985-06-23,91,318174,3,1,"Musical","1985"
"the-king-and-i-4357",1985-06-09,71,407169,3,1,"Musical","1985"
"the-king-and-i-4357",1985-06-16,66,177896,3,1,"Musical","1985"
"the-king-and-i-4357",1985-06-30,98,605546,3,1,"Musical","1985"
"the-king-and-i-4357",1985-03-17,92,497929,3,1,"Musical","1985"
"the-king-and-i-4357",1985-03-24,94,502621,3,1,"Musical","1985"
"the-king-and-i-4357",1985-03-31,94,505503,3,1,"Musical","1985"
"the-king-and-i-4357",1985-03-10,90,489777,3,1,"Musical","1985"
"the-king-and-i-4357",1985-04-14,99,533248,3,1,"Musical","1985"
"the-king-and-i-4357",1985-04-21,91,495592,3,1,"Musical","1985"
"the-king-and-i-4357",1985-04-28,94,509630,3,1,"Musical","1985"
"the-king-and-i-4357",1985-04-07,95,378601,3,1,"Musical","1985"
"the-king-and-i-4357",1985-02-10,94,502898,3,1,"Musical","1985"
"the-king-and-i-4357",1985-02-17,97,512277,3,1,"Musical","1985"
"the-king-and-i-4357",1985-02-24,100,520920,3,1,"Musical","1985"
"the-king-and-i-4357",1985-03-03,94,505891,3,1,"Musical","1985"
"the-king-and-i-4357",1984-12-30,84,482280,3,1,"Musical","1985"
"the-king-and-i-4357",1985-01-06,94,502566,3,1,"Musical","1985"
"the-king-and-i-4357",1985-01-13,97,465216,3,1,"Musical","1985"
"the-king-and-i-4357",1985-01-20,97,481094,3,1,"Musical","1985"
"the-king-and-i-4357",1985-05-05,89,487992,3,1,"Musical","1985"
"the-king-and-i-4357",1985-05-12,79,429159,3,1,"Musical","1985"
"the-king-and-i-4357",1985-05-19,80,435273,3,1,"Musical","1985"
"the-king-and-i-4357",1985-05-26,78,437976,3,1,"Musical","1985"
"the-king-and-i-4357",1985-06-02,67,373678,3,1,"Musical","1985"
"the-king-and-i-4357",1985-01-27,97,500548,3,1,"Musical","1985"
"the-king-and-i-4357",1985-02-03,94,497195,3,1,"Musical","1985"
"the-king-and-i-4673",1997-04-27,95,553454,8,4,"Musical","1996"
"the-king-and-i-4673",1997-04-06,95,558064,8,4,"Musical","1996"
"the-king-and-i-4673",1997-04-13,81,459662,8,4,"Musical","1996"
"the-king-and-i-4673",1997-04-20,90,469052,8,4,"Musical","1996"
"the-king-and-i-4673",1997-06-22,87,484849,8,4,"Musical","1996"
"the-king-and-i-4673",1997-06-29,87,452921,8,4,"Musical","1996"
"the-king-and-i-4673",1997-06-08,81,450909,8,4,"Musical","1996"
"the-king-and-i-4673",1997-06-15,83,456966,8,4,"Musical","1996"
"the-king-and-i-4673",1997-05-18,88,505165,8,4,"Musical","1996"
"the-king-and-i-4673",1997-05-25,86,409767,8,4,"Musical","1996"
"the-king-and-i-4673",1997-05-04,80,464123,8,4,"Musical","1996"
"the-king-and-i-4673",1997-05-11,82,464387,8,4,"Musical","1996"
"the-king-and-i-4673",1996-03-24,82,358504,8,4,"Musical","1996"
"the-king-and-i-4673",1996-03-31,76,318477,8,4,"Musical","1996"
"the-king-and-i-4673",1996-04-07,82,411818,8,4,"Musical","1996"
"the-king-and-i-4673",1996-04-14,93,432724,8,4,"Musical","1996"
"the-king-and-i-4673",1996-04-21,79,416026,8,4,"Musical","1996"
"the-king-and-i-4673",1996-04-28,88,507008,8,4,"Musical","1996"
"the-king-and-i-4673",1996-05-05,83,476881,8,4,"Musical","1996"
"the-king-and-i-4673",1997-07-06,71,346702,8,4,"Musical","1996"
"the-king-and-i-4673",1997-07-13,86,381713,8,4,"Musical","1996"
"the-king-and-i-4673",1997-07-20,80,389914,8,4,"Musical","1996"
"the-king-and-i-4673",1997-07-27,83,404199,8,4,"Musical","1996"
"the-king-and-i-4673",1997-08-03,91,443012,8,4,"Musical","1996"
"the-king-and-i-4673",1997-06-01,79,422807,8,4,"Musical","1996"
"the-king-and-i-4673",1997-11-09,74,365180,8,4,"Musical","1996"
"the-king-and-i-4673",1997-11-16,74,383879,8,4,"Musical","1996"
"the-king-and-i-4673",1997-11-23,66,348815,8,4,"Musical","1996"
"the-king-and-i-4673",1997-11-30,94,554578,8,4,"Musical","1996"
"the-king-and-i-4673",1997-12-07,80,456849,8,4,"Musical","1996"
"the-king-and-i-4673",1997-12-14,72,414643,8,4,"Musical","1996"
"the-king-and-i-4673",1997-12-21,86,390261,8,4,"Musical","1996"
"the-king-and-i-4673",1997-12-28,98,538535,8,4,"Musical","1996"
"the-king-and-i-4673",1998-01-04,96,551001,8,4,"Musical","1996"
"the-king-and-i-4673",1998-01-11,72,329937,8,4,"Musical","1996"
"the-king-and-i-4673",1998-01-18,86,326481,8,4,"Musical","1996"
"the-king-and-i-4673",1998-01-25,76,302288,8,4,"Musical","1996"
"the-king-and-i-4673",1998-02-01,80,313813,8,4,"Musical","1996"
"the-king-and-i-4673",1998-02-08,79,304583,8,4,"Musical","1996"
"the-king-and-i-4673",1998-02-15,89,375024,8,4,"Musical","1996"
"the-king-and-i-4673",1998-02-22,95,410381,8,4,"Musical","1996"
"the-king-and-i-4673",1996-06-02,94,481847,8,4,"Musical","1996"
"the-king-and-i-4673",1996-06-09,93,554423,8,4,"Musical","1996"
"the-king-and-i-4673",1996-06-16,95,579055,8,4,"Musical","1996"
"the-king-and-i-4673",1996-06-23,100,597277,8,4,"Musical","1996"
"the-king-and-i-4673",1996-06-30,98,590970,8,4,"Musical","1996"
"the-king-and-i-4673",1996-07-07,87,525395,8,4,"Musical","1996"
"the-king-and-i-4673",1996-07-14,84,567795,8,4,"Musical","1996"
"the-king-and-i-4673",1996-07-21,96,591955,8,4,"Musical","1996"
"the-king-and-i-4673",1996-07-28,94,572603,8,4,"Musical","1996"
"the-king-and-i-4673",1996-08-04,92,562156,8,4,"Musical","1996"
"the-king-and-i-4673",1996-08-11,98,604562,8,4,"Musical","1996"
"the-king-and-i-4673",1996-08-18,97,599381,8,4,"Musical","1996"
"the-king-and-i-4673",1996-08-25,96,600001,8,4,"Musical","1996"
"the-king-and-i-4673",1996-09-01,93,578970,8,4,"Musical","1996"
"the-king-and-i-4673",1996-09-08,77,489764,8,4,"Musical","1996"
"the-king-and-i-4673",1996-09-15,78,488021,8,4,"Musical","1996"
"the-king-and-i-4673",1996-09-22,81,500833,8,4,"Musical","1996"
"the-king-and-i-4673",1996-09-29,81,512040,8,4,"Musical","1996"
"the-king-and-i-4673",1996-10-06,83,514553,8,4,"Musical","1996"
"the-king-and-i-4673",1996-10-13,86,536186,8,4,"Musical","1996"
"the-king-and-i-4673",1996-10-20,89,549448,8,4,"Musical","1996"
"the-king-and-i-4673",1996-10-27,90,557578,8,4,"Musical","1996"
"the-king-and-i-4673",1996-11-03,78,487540,8,4,"Musical","1996"
"the-king-and-i-4673",1996-11-10,78,487175,8,4,"Musical","1996"
"the-king-and-i-4673",1996-11-17,80,501397,8,4,"Musical","1996"
"the-king-and-i-4673",1996-11-24,82,512280,8,4,"Musical","1996"
